,Retweets,Favorites,Text,Id,Jpg url,Image num,Prediction 1,Reliability 1,Breed 1,Prediction 2,Reliability 2,Breed 2,Prediction 3,Reliability 3,Breed 3,Name,Doggo,Floofer,Pupper,Puppo,Rating
10,35.0,102.0,Very concerned about fellow dog trapped in computer. 10/10 https://t.co/0yxApIikpk,6.662689108036444e+17,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg,1.0,Desktop_Computer,0.086502,False,Desk,0.0855474,False,Bookcase,0.0794797,False,Dog,False,False,False,False,10/10
11,76.0,174.0,Can take selfies 11/10 https://t.co/ws2AMaNwPW,6.66273097616638e+17,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,1.0,Italian_Greyhound,0.176053,True,Toy_Terrier,0.111884,True,Basenji,0.111152,True,Dog,False,False,False,False,11/10
12,64.0,146.0,This is an Albanian 3 1/2 legged  Episcopalian. Loves well-polished hardwood flooring. Penis on the collar. 9/10 https://t.co/d9NcXFKwLv,6.662874062246953e+17,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,1.0,Maltese_Dog,0.8575309999999999,True,Toy_Poodle,0.0630638,True,Miniature_Poodle,0.0255806,True,Dog,False,False,False,False,1/2
13,352.0,498.0,This is a funny dog. Weird toes. Won't come down. Loves branch. Refuses to eat his food. Hard to cuddle with. 3/10 https://t.co/IIXis0zta0,6.662939116321341e+17,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg,1.0,Three-Toed_Sloth,0.914671,False,Otter,0.01525,False,Great_Grey_Owl,0.0132072,False,Dog,False,False,False,False,3/10
14,90.0,197.0,This is an extremely rare horned Parthenon. Not amused. Wears shoes. Overall very nice. 9/10 would pet aggressively https://t.co/QpRjllzWAL,6.663378823035249e+17,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,1.0,Ox,0.416669,False,Newfoundland,0.278407,True,Groenendael,0.102643,True,Dog,False,False,False,False,9/10
15,135.0,292.0,Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho 10/10 https://t.co/VFKG1vxGjB,6.663454175762104e+17,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,1.0,Golden_Retriever,0.8587440000000001,True,Chesapeake_Bay_Retriever,0.0547868,True,Labrador_Retriever,0.0142409,True,Dog,False,False,False,False,10/10
16,72.0,219.0,Here we have a mixed Asiago from the GalÃ¡pagos Islands. Only one ear working. Big fan of marijuana carpet. 8/10 https://t.co/tltQ5w9aUO,6.663532884561019e+17,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,1.0,Malamute,0.33687399999999995,True,Siberian_Husky,0.147655,True,Eskimo_Dog,0.0934124,True,Dog,False,False,False,False,8/10
17,84.0,167.0,Oh goodness. A super rare northeast Qdoba kangaroo mix. Massive feet. No pouch (disappointing). Seems alert. 9/10 https://t.co/Dc7b0E8qFE,6.663962473732915e+17,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,1.0,Chihuahua,0.978108,True,Toy_Terrier,0.00939697,True,Papillon,0.00457681,True,Dog,False,False,False,False,9/10
18,40.0,108.0,This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10 https://t.co/LopTBkKa8h,6.664071268567654e+17,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,1.0,Black-And-Tan_Coonhound,0.529139,True,Bloodhound,0.24422,True,Flat-Coated_Retriever,0.17381,True,Dog,False,False,False,False,7/10
19,46.0,123.0,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 https://t.co/qXpcwENTvn,6.664187895133266e+17,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,1.0,Toy_Terrier,0.14968,True,Papillon,0.148258,True,Chihuahua,0.14286,True,Walter,False,False,False,False,10/10
20,111.0,315.0,*internally screaming* 12/10 https://t.co/YMcrXC2Y6R,6.664211583765627e+17,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,1.0,Blenheim_Spaniel,0.906777,True,Cocker_Spaniel,0.0903464,True,Shih-Tzu,0.00111687,True,Dog,False,False,False,False,12/10
21,83.0,165.0,Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with https://t.co/NMQq6HIglK,6.664282763494728e+17,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,1.0,Pembroke,0.371361,True,Chow,0.249394,True,Pomeranian,0.241878,True,Dog,False,False,False,False,7/10
22,53.0,164.0,"""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

10/10 https://t.co/GlFZPzqcEU",6.664356523854234e+17,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,1.0,Chesapeake_Bay_Retriever,0.18413,True,Chain_Saw,0.056775300000000015,False,Power_Drill,0.0367634,False,Dog,False,False,False,False,10/10
23,83.0,233.0,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,6.666448231647191e+17,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,1.0,Ibizan_Hound,0.0443334,True,Pembroke,0.0432093,True,West_Highland_White_Terrier,0.0389056,True,Jimothy,False,False,False,False,9/10
24,47.0,190.0,This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 https://t.co/bg4TqvvkuF,6.666914187071324e+17,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,1.0,German_Shepherd,0.975401,True,Beagle,0.00868727,True,Bloodhound,0.00539404,True,Christoper,False,False,False,False,8/10
25,219.0,433.0,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB,6.667011682283315e+17,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,1.0,Labrador_Retriever,0.887707,True,Chihuahua,0.029307,True,French_Bulldog,0.0207563,True,Dog,False,False,False,False,8/10
26,175.0,355.0,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,6.667769084876308e+17,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,1.0,Seat_Belt,0.375057,False,Miniature_Pinscher,0.167175,True,Chihuahua,0.0869506,True,Josep,False,False,False,False,5/10
27,199.0,392.0,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,6.667817922554962e+17,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,1.0,Italian_Greyhound,0.618316,True,Weimaraner,0.151363,True,Vizsla,0.08598910000000001,True,Dog,False,False,False,False,10/10
28,489.0,766.0,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S,6.667860682058711e+17,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,1.0,Snail,0.999888,False,Slug,5.51417e-05,False,Acorn,2.6258e-05,False,Dog,False,False,False,False,2/10
29,94.0,244.0,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,6.668043649887805e+17,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,1.0,English_Setter,0.32879200000000003,True,Brittany_Spaniel,0.283545,True,Ibizan_Hound,0.0574615,True,Jockson,False,False,False,False,8/10
30,256.0,524.0,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,6.668178363340964e+17,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,1.0,Miniature_Schnauzer,0.496953,True,Standard_Schnauzer,0.28527600000000003,True,Giant_Schnauzer,0.07376369999999999,True,Jeph,False,False,False,False,9/10
31,80.0,218.0,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,6.668350077685514e+17,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,1.0,Airedale,0.448459,True,Toy_Poodle,0.12403,True,Teddy,0.110183,False,Dog,False,False,False,False,10/10
32,561.0,828.0,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,6.668370284499722e+17,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,1.0,Triceratops,0.442113,False,Armadillo,0.114071,False,Common_Iguana,0.0432553,False,Dog,False,False,False,False,3/10
33,96.0,247.0,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,6.669961320279777e+17,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,1.0,Hay,0.507637,False,Rottweiler,0.0624899,True,Water_Buffalo,0.0484247,False,Carll,False,False,False,False,10/10
34,226.0,453.0,This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,6.670126010339246e+17,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,1.0,Hyena,0.98723,False,African_Hunting_Dog,0.0126008,False,Coyote,5.735010000000001e-05,False,Klevin,False,False,False,False,9/10
35,51.0,186.0,12/10 gimme now https://t.co/QZAnwgnOMB,6.670440942465761e+17,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,1.0,Golden_Retriever,0.765266,True,Labrador_Retriever,0.206694,True,Seat_Belt,0.0106669,False,Dog,False,False,False,False,12/10
36,48.0,168.0,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 https://t.co/7JdgVqDnvR,6.670655355705508e+17,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,1.0,Jigsaw_Puzzle,0.560001,False,Doormat,0.103259,False,Space_Heater,0.042568,False,Dog,False,False,False,False,8/10
37,125.0,408.0,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,6.670736483443466e+17,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,1.0,Chihuahua,0.483682,True,Pug,0.0924939,True,Brabancon_Griffon,0.057495400000000016,True,Dave,False,False,False,False,10/10
38,128.0,331.0,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,6.671197968787251e+17,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,1.0,Pembroke,0.741563,True,Chihuahua,0.0578659,True,Toy_Poodle,0.0391251,True,Gabe,False,False,False,False,10/10
39,2259.0,4678.0,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,6.671382696715059e+17,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,1.0,West_Highland_White_Terrier,0.747713,True,Samoyed,0.243629,True,Toy_Poodle,0.00180397,True,Dog,False,False,False,False,10/10
40,91.0,225.0,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,6.671712608000614e+17,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,1.0,Giant_Schnauzer,0.8412649999999999,True,Lakeland_Terrier,0.0527442,True,Irish_Water_Spaniel,0.0344017,True,Kenneth,False,False,False,False,10/10
41,84.0,249.0,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",6.671749631205745e+17,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,1.0,Toy_Poodle,0.266437,True,Chihuahua,0.243223,True,Bluetick,0.0728063,True,Clarence,False,False,False,False,9/10
42,469.0,617.0,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,6.671761641553756e+17,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,1.0,Soft-Coated_Wheaten_Terrier,0.318981,True,Lakeland_Terrier,0.215218,True,Toy_Poodle,0.106014,True,Dog,False,False,False,False,4/10
43,55.0,193.0,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,6.671779890382971e+17,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,1.0,Vizsla,0.25924899999999995,True,Chesapeake_Bay_Retriever,0.176293,True,Weimaraner,0.112369,True,Dog,False,False,False,False,8/10
44,426.0,756.0,Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. 10/10 good dog https://t.co/8uCMwS9CbV,6.671886899157606e+17,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,1.0,Vacuum,0.33583,False,Swab,0.265278,False,Toilet_Tissue,0.140703,False,Dog,False,False,False,False,10/10
45,109.0,392.0,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,6.67192066997375e+17,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,1.0,Rottweiler,0.28364,True,Miniature_Pinscher,0.148112,True,Black-And-Tan_Coonhound,0.0955848,True,Dog,False,False,False,False,12/10
46,245.0,499.0,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,6.672118555474862e+17,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,1.0,Golden_Retriever,0.462556,True,Labrador_Retriever,0.454937,True,Kuvasz,0.0241933,True,Genevieve,False,False,False,False,9/10
47,167.0,374.0,Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog 10/10 https://t.co/LEaviT37v1,6.673692279181435e+17,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg,1.0,Teddy,0.709545,False,Bath_Towel,0.12728499999999998,False,Christmas_Stocking,0.028567500000000006,False,Dog,False,False,False,False,10/10
48,58.0,198.0,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,6.673934308346675e+17,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,1.0,Papillon,0.557009,True,Border_Collie,0.271963,True,Collie,0.0734729,True,Fwed,False,False,False,False,8/10
49,222.0,473.0,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,6.674053393151468e+17,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,1.0,Saint_Bernard,0.381377,True,Leonberg,0.127998,True,Golden_Retriever,0.0693568,True,Biden,False,False,False,False,7/10
50,85.0,308.0,Ermergerd 12/10 https://t.co/PQni2sjPsm,6.674356892026143e+17,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,1.0,Rottweiler,0.999091,True,Miniature_Pinscher,0.000450355,True,Black-And-Tan_Coonhound,0.00015714,True,Dog,False,False,False,False,12/10
51,244.0,452.0,Never seen this breed before. Very pointy pup. Hurts when you cuddle. Still cute tho. 10/10 https://t.co/97HuBrVuOx,6.674372780972524e+17,https://pbs.twimg.com/media/CUM2qWaWoAUZ06L.jpg,1.0,Porcupine,0.989154,False,Bath_Towel,0.00630049,False,Badger,0.00096634,False,Dog,False,False,False,False,10/10
52,594.0,799.0,Exotic dog here. Long neck. Weird paws. Obsessed with bread. Waddles. Flies sometimes (wow!). Very happy dog. 6/10 https://t.co/rqO4I3nf2N,6.674434256592323e+17,https://pbs.twimg.com/media/CUM8QZwW4AAVsBl.jpg,1.0,Goose,0.980815,False,Drake,0.00691777,False,Hen,0.00525517,False,Dog,False,False,False,False,6/10
53,91.0,319.0,Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa,6.674530232795546e+17,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,1.0,Labrador_Retriever,0.8256700000000001,True,French_Bulldog,0.0566394,True,Staffordshire_Bullterrier,0.0540184,True,Cupcake,False,False,False,False,11/10
54,60.0,194.0,This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. 7/10s https://t.co/uLzRi1drVK,6.674554480822272e+17,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,1.0,Tibetan_Terrier,0.676376,True,Irish_Terrier,0.054933400000000014,True,Yorkshire_Terrier,0.0405755,True,Reese,False,False,False,False,7/10
55,100.0,259.0,This is a northern Wahoo named Kohl. He runs this town. Chases tumbleweeds. Draws gun wicked fast. 11/10 legendary https://t.co/J4vn2rOYFk,6.67470559035433e+17,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,1.0,Toy_Poodle,0.304175,True,Pug,0.223427,True,Lakeland_Terrier,0.07331649999999999,True,Dog,False,False,False,False,11/10
56,232.0,540.0,Two dogs in this one. Both are rare Jujitsu Pythagoreans. One slightly whiter than other. Long legs. 7/10 and 8/10 https://t.co/ITxxcc4v9y,6.674910093796065e+17,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg,1.0,Borzoi,0.852088,True,Ice_Bear,0.13226400000000002,False,Weasel,0.00572998,False,Dog,False,False,False,False,7/10
57,2181.0,6887.0,This a Norwegian Pewterschmidt named Tickles. Ears for days. 12/10 I care deeply for Tickles https://t.co/0aDF62KVP7,6.67509364010451e+17,https://pbs.twimg.com/media/CUN4Or5UAAAa5K4.jpg,1.0,Beagle,0.636169,True,Labrador_Retriever,0.119256,True,Golden_Retriever,0.08254919999999999,True,Dog,False,False,False,False,12/10
58,196.0,374.0,This is Dook &amp; Milo. Dook is struggling to find who he really is and Milo is terrified of what that might be. 8/10s https://t.co/fh5KflzBR0,6.675176420481638e+17,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg,1.0,Italian_Greyhound,0.125176,True,Standard_Poodle,0.08457150000000001,True,Cocker_Spaniel,0.0813469,True,Dook,False,False,False,False,8/10
59,1143.0,1724.0,Another topnotch dog. His name is Big Jumpy Rat. Massive ass feet. Superior tail. Jumps high af. 12/10 great pup https://t.co/seESNzgsdm,6.675248574548541e+17,https://pbs.twimg.com/media/CUOGUfJW4AA_eni.jpg,1.0,Hare,0.447893,False,Dhole,0.0924353,False,Chesapeake_Bay_Retriever,0.08812239999999999,True,Dog,False,False,False,False,12/10
60,246.0,480.0,"Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy",6.675309085897605e+17,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,1.0,Golden_Retriever,0.633037,True,Kuvasz,0.14639100000000002,True,Labrador_Retriever,0.0461837,True,Naphaniel,False,False,False,False,10/10
61,553.0,833.0,"This is Frank (pronounced ""Fronq""). Too many boxing gloves, not enough passion. Frank is a lover not a fighter. 8/10 https://t.co/CpPxD28IpV",6.67534815156183e+17,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg,1.0,Pembroke,0.435254,True,Cardigan,0.30740700000000004,True,Cocker_Spaniel,0.0331583,True,Frank,False,False,False,False,8/10
62,67.0,209.0,"This is a southwest Coriander named Klint. Hat looks expensive. Still on house arrest :(
9/10 https://t.co/IQTOMqDUIe",6.675388911975424e+17,https://pbs.twimg.com/media/CUOTFZOW4AABsfW.jpg,1.0,Yorkshire_Terrier,0.618957,True,Silky_Terrier,0.300313,True,Australian_Terrier,0.053412,True,Dog,False,False,False,False,9/10
63,540.0,883.0,"This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwIoiuqR",6.675443205563351e+17,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,1.0,Pomeranian,0.412893,True,Pembroke,0.312958,True,Chihuahua,0.0719604,True,Kial,False,False,False,False,10/10
64,2341.0,5891.0,Never seen dog like this. Breathes heavy. Tilts head in a pattern. No bark. Shitty at fetch. Not even cordless. 1/10 https://t.co/i9iSGNn3fx,6.675490555773624e+17,https://pbs.twimg.com/media/CUOcVCwWsAERUKY.jpg,1.0,Electric_Fan,0.984377,False,Spotlight,0.00773671,False,Lampshade,0.00190123,False,Dog,False,False,False,False,1/10
65,33.0,0.0,RT @dogratingrating: Unoriginal idea. Blatant plagiarism. Curious grammar. -5/10 https://t.co/r7XzeQZWzb,6.675508829056328e+17,https://pbs.twimg.com/media/CUObvUJVEAAnYPF.jpg,1.0,Web_Site,0.998258,False,Dishwasher,0.000201084,False,Oscilloscope,0.000141736,False,Dog,False,False,False,False,5/10
66,152.0,382.0,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,6.677281965452001e+17,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg,1.0,Kuvasz,0.360159,True,Golden_Retriever,0.293744,True,Labrador_Retriever,0.270673,True,Olive,False,False,False,False,11/10
67,224.0,449.0,This is Calvin. He is a Luxembourgian Mayo. Having issues with truck. Has it under control tho. 9/10 responsible af https://t.co/3Bbba7y8Xe,6.677666757695734e+17,https://pbs.twimg.com/media/CURiQMnUAAAPT2M.jpg,1.0,Fire_Engine,0.8834930000000001,False,Tow_Truck,0.07473389999999999,False,Jeep,0.0127726,False,Calvin,False,False,False,False,9/10
68,249.0,419.0,Super rare dog. Endangered (?). Thinks it's funny. Mocks everything I say. Colorful af. Has wings (dope). 9/10 https://t.co/BY8nQAMz0x,6.677824649919652e+17,https://pbs.twimg.com/media/CURwm3cUkAARcO6.jpg,1.0,Lorikeet,0.466149,False,Hummingbird,0.083011,False,African_Grey,0.0542474,False,Dog,False,False,False,False,9/10
69,336.0,711.0,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O,6.677934095837716e+17,https://pbs.twimg.com/media/CUR6jqVWsAEgGot.jpg,1.0,Dalmatian,0.5350729999999999,True,English_Setter,0.451219,True,Great_Dane,0.00816361,True,Dog,False,False,False,False,8/10
70,97.0,335.0,OMIGOD 12/10 https://t.co/SVMF4Frf1w,6.678010134457508e+17,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg,1.0,Flat-Coated_Retriever,0.508392,True,Chesapeake_Bay_Retriever,0.262239,True,Curly-Coated_Retriever,0.048919800000000006,True,Dog,False,False,False,False,12/10
71,512.0,1075.0,This is Filup. He is overcome with joy after finally meeting his father. 10/10 https://t.co/TBmDJXJB75,6.678064545737605e+17,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg,1.0,Toyshop,0.253089,False,Chihuahua,0.187155,True,Brabancon_Griffon,0.112799,True,Filup,False,False,False,False,10/10
72,63.0,292.0,"THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable https://t.co/z1xPTgVLc7",6.678324749536256e+17,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg,1.0,Miniature_Pinscher,0.2142,True,Bath_Towel,0.146789,False,Chihuahua,0.104152,True,Dog,False,False,False,False,12/10
73,79.0,246.0,This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba,6.678613407494717e+17,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,1.0,Malamute,0.967275,True,Siberian_Husky,0.0161675,True,Eskimo_Dog,0.0112774,True,Dog,False,False,False,False,9/10
74,1063.0,3057.0,This is Shaggy. He knows exactly how to solve the puzzle but can't talk. All he wants to do is help. 10/10 great guy https://t.co/SBmWbfAg6X,6.678667242938778e+17,https://pbs.twimg.com/media/CUS9PlUWwAANeAD.jpg,1.0,Jigsaw_Puzzle,1.0,False,Prayer_Rug,1.0113e-08,False,Doormat,1.7401699999999998e-10,False,Shaggy,False,False,False,False,10/10
